id,title,brand,category,price,rating,features,ingredients,weight_kg,price_per_kg,product_url
486702a222224c41f9e243713d03f27a,Random Esoteric Creature Generator for Classic Fantasy Rpgs & Their Modern Simulacra,Random,Toys & Games | Games & Accessories,19.94,,"Make sure this fits by entering your model number. | Looking to instill a little fear in your Game? Then look no further! | Nothing brings the thrill – and terror – of discovery to a Game like new monsters. Faced with the unknown, mighty-thewed heroes tremble in their hauberks, Wizen Wizards fumble with their spell books, and even the most audacious of rogues hesitate before plunging into battle. | Nevermore worry that your players have memorized every monster’s stat, power and weakness. Nevermore Resort to tired fantasy clichés, and worn out monsters fought a thousand times before. The random esoteric creature generator ensures that each Monster your PCs cross is unique, unexpected, and best of all – Unknown. | With an unlimited number of horrific combinations, This is the last Monster book you will ever need.  Bring terror back to the table with the random esoteric creature generator! | ProductDimensions:8.2x5.8x0.2inches|ItemWeight:5.6ounces|ShippingWeight:5.6ounces(Viewshippingratesandpolicies)|ASIN:9527238269|Itemmodelnumber:LFP0059|Manufacturerrecommendedage:14yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Looking to instill a little fear in your Game? Then look no further!  nothing brings the thrill – and terror – of discovery to a Game like new monsters. Faced with the unknown, mighty-thewed heroes tremble in their hauberks, Wizen wizards fumble with their spell books, and even the most audacious of rogues hesitate before plunging into battle.  Nevermore worry that your players have memorized every monster's Stat, power and weakness. Nevermore resort to tired fantasy clichés, and worn out monsters fought a thousand times before. The random esoteric creature generator ensures that each Monster your PCs cross is unique, unexpected, and best of all – Unknown. With an unlimited number of horrific combinations, This is the last monster book you will ever need.  Bring terror back to the table with the random esoteric creature generator!  made in Finland. | 5.6 ounces (View shipping rates and policies)",,0.1587572,125.60060268132723,https://www.amazon.com/Esoteric-Creature-Generator-Classic-Simulacra/dp/9527238269
43a663416f7a8325321942235dfa6ef7,Top Trumps Liverpool FC 18/19 Card Game,Top,Toys & Games | Games & Accessories | Card Games,6.11,,"Make sure this fits by entering your model number. | number of players: 6 | ProductDimensions:3.5x0.5x5.5inches|ItemWeight:3.52ounces|ShippingWeight:3.52ounces(Viewshippingratesandpolicies)|ASIN:B07L9K5VDS|Itemmodelnumber:5528059|Manufacturerrecommendedage:6yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Color:Liverpool Fc show up to 2 reviews by default YNWA! Come on you Reds! Liverpool FC fans, it’s time to show your colours with this 2018/19 Liverpool FC Top Trumps pack. It’s bursting with awesome trivia and fun stats on all the players from the current team. Featuring all your favourites from Milner, Van Dijk and Robertson, to the triumphant trio of Mane, Firmino and Salah! | 3.52 ounces (View shipping rates and policies)",,0.09979024,61.22843276055855,https://www.amazon.com/Top-Trumps-Liverpool-Card-Game/dp/B07L9K5VDS
cb7fc27339298ae31485ce70a774f6cb,Sherlock Holmes - The Challenge of Irene Adler,Sherlock,Toys & Games | Games & Accessories,16.43,,"Make sure this fits by entering your model number. | In Sherlock Holmes: the challenge of Irene Adler, there is a new detective in town! | Irene is now competing with the Baker street boys for business. But will she truly be able to rival the skills of Sherlock? | Play solo, or head to head against another player Each taking on the role of either Sherlock Holmes or Irene Adler. | Only by using your Wits will you prove yourself to be London's greatest detective! | Will you best your opponent in this battle of wits? Or will your opponent come out on top? | ProductDimensions:8.5x6x0.5inches|ItemWeight:12.6ounces|ShippingWeight:12.6ounces(Viewshippingratesandpolicies)|ASIN:0999769863|Itemmodelnumber:VRGGNA07|Manufacturerrecommendedage:14yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | In Sherlock Holmes: the challenge of Irene Adler, there is a new detective in town! Irene is now competing with the baker street boys for business. But will she truly be able to rival the skills of Sherlock? Play solo, or head to head against another player Each taking on the role of either Sherlock Holmes or Irene Adler. Only by using your wits will you prove yourself to be London's greatest detective! Will you best your opponent in this battle of wits? Or will your opponent come out on top?  made in France. | 12.6 ounces (View shipping rates and policies)",,0.3572037,45.99616409348503,https://www.amazon.com/Sherlock-Holmes-Challenge-Irene-Adler/dp/0999769863
43cf83baf4862cb9f887c7dd08650162,Herbaceous,Herbaceous,Toys & Games | Games & Accessories | Board Games,14.01,,"Make sure this fits by entering your model number. | For 1-4 Players. Ages 8+ | 20 minute playing time | Simple to teach and learn; start in a few minutes and play in twenty | The theme and art pull in non-gamers and the push-your-luck/set collection hooks them | Great casual filler for a memorable game night | ProductDimensions:5.5x1.5x7.5inches|ItemWeight:11.2ounces|ShippingWeight:11.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01N1L34R9|Itemmodelnumber:pfx500|Manufacturerrecommendedage:8yearsandup | Style:Herbaceous Everyone has a green thumb when playing Herbaceous. Relax while enjoying this beautiful and elegent game of picking and potting herbs. Pot the best collection of herbs in your different containers, but don't wait too long or your friends might grab them first. | 11.2 ounces (View shipping rates and policies)",,0.3175144,44.123983038249605,https://www.amazon.com/Pencil-First-Games-LLC-pfx500/dp/B01N1L34R9
aa5d0f143bd2e72e59977889279f2cf9,"NPW-USA NPW67309 Drinking Buddies Dice Game, 6-Piece Set",NPW-USA,Toys & Games | Games & Accessories | Game Accessories | Standard Game Dice,10.99,,"Make sure this fits by entering your model number. | Drinking game includes 4 irresistible drink markers and a set of dice that reveals who is doing what | You and 3 friends can battle it out and gamble away for drinks, laughs and maybe loss of dignity | If your buddy’s Name is revealed, then you’re up to perform the action given on the other dice | Take your pick of an ultimate babe on your arm or the hottest hunk by your side and let the dream teams form | Entertain friends with hilarious NPW gifts and gadgets that will crack them up | ProductDimensions:6.9x1.2x6.5inches|ItemWeight:2.24ounces|ShippingWeight:2.24ounces(Viewshippingratesandpolicies)|Manufacturer:NPW|ASIN:B07C13YLT3|Itemmodelnumber:NPW67309|DatefirstlistedonAmazon:April7,2018 | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Color:Dice Game Take your pick of an ultimate babe on your arm or the hottest hunk by your side and let the dream teams form. With 4 irresistible buddies to choose from that means you and 3 friends can battle it out and gamble away for drinks, laughs and maybe loss of dignity…we hope! Each player takes turn to roll both dice to reveal who is doing what. If your buddy’s name is revealed, then you’re up to perform the action given on the other dice. It’s that simple. Buddy on and roll away! With drinks on tap and game fever amongst the party, it’s time to partner up, and you won’t be disappointed. It's always time to have a laugh with NPW whether it be a birthday, office prank, sleepover, party or just because you want a mega LOL. NPW lives and breathes cheekiness. Entertain friends with hilarious gifts and gadgets that will crack them up! There is never a dull moment with NPW in your life! | 2.24 ounces (View shipping rates and policies)",,0.06350288000000001,173.0630169844265,https://www.amazon.com/NPW-USA-NPW67309-Drinking-Buddies-6-Piece/dp/B07C13YLT3
72b935fe1a8026edc4fa21e68e6dfe80,Aquarius I Heart Unicorns Playing Cards,Aquarius,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,8.53,,"Make sure this fits by entering your model number. | N/A | Imported | Deck measures 2.5 x 3.5 | Deck contains multiple images | Officially licensed merchandise | Cards have a linen Type finish on them | ProductDimensions:2.6x0.8x3.6inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B01N2ARS5V|Itemmodelnumber:52482|Manufacturerrecommendedage:14yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | I heart unicorns and you will too with this colorful deck of multi image playing cards featuring one of our favorite mystical creatures, the unicorn and all its splendor. | 3.2 ounces (View shipping rates and policies)",,0.0907184,94.0272315208381,https://www.amazon.com/Aquarius-Heart-Unicorns-Playing-Cards/dp/B01N2ARS5V
afef5d77b6049314aeb9c50421a2cee9,Aquarius DC Wonder Woman Retro Playing Cards,Aquarius,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,6.47,,"Make sure this fits by entering your model number. | 52 different images per deck | Linen type finish | Officially licensed merchandise | ProductDimensions:2.5x0.1x3.5inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00L62YDSQ|Itemmodelnumber:52296|Manufacturerrecommendedage:3yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Classic Retro DC Comics Wonder Woman is what you'll get with this 2.5"" x 3.5"" official poker sized playing card deck that includes 52 different images on cards with a linen like finish. | 3.2 ounces (View shipping rates and policies)",,0.0907184,71.3195999929452,https://www.amazon.com/Aquarius-Wonder-Woman-Retro-Playing/dp/B00L62YDSQ
c709c8bd5fcca2e3e2ae32ba1d69faf4,Firefly: The Game - Esmeralda Game Expansion,Firefly:,Toys & Games | Games & Accessories | Board Games,12.5,,"Make sure this fits by entering your model number. | Expands the Firefly: The Board Game universe, allowing you to pilot a brand new ship and crew | Includes a new Story Card and Set Up Card to enhance Gameplay | New: Firefly Series IV miniature | Not a standalone game - needs Firefly: The Game to play | ProductDimensions:1x5.5x10inches|ItemWeight:5.3ounces|ShippingWeight:5.6ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00ZY63XTU|Itemmodelnumber:FIRE010BFM|Manufacturerrecommendedage:13-15years | Based on the Series IV Firefly Chassis, the Esmeralda is the perfect ship for discreetly carrying people who don't want to be found to places they won't be followed. This set includes a new Story Card and a new Set Up Card, adding lots of new ways to ply the 'Verse! | 5.6 ounces (View shipping rates and policies)",,0.1587572,78.73658643513491,https://www.amazon.com/Firefly-Esmerelda-Expansion-Board-Game/dp/B00ZY63XTU
c0fd11e864d351e88e9df728bbaa486d,Nations The Dice Game Unrest Expansion,Nations,Toys & Games | Games & Accessories,36.91,,"Make sure this fits by entering your model number. | The game is designed to be played by one to four players. | 20 - 40 minutes average playtime | For ages 14 and up | ProductDimensions:7.5x1x10.8inches|ItemWeight:1pounds|ShippingWeight:1.01pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B071JGF6PP|Itemmodelnumber:7070SG|Manufacturerrecommendedage:14yearsandup | show up to 2 reviews by default Beware! unrest may manifest itself in the worst possible situation. New benefits await the nations that act quickly. Build the greatest Nation from your unique starting conditions! unrest, the first big expansion for nations: the dice game, includes 8 new nations plus these 4 new game elements: green unrest dice (which makes dice rolling a bit more challenging), Star rerolls (these respond to dice showing unrest icons), bonus tiles (more to aim for each round), and pass first tiles (to get more benefits). together with the 36 new progress cards, you’ll get no rest from the great game play of nations: the dice game - unrest! | 1.01 pounds (View shipping rates and policies)",,0.4581282937,80.5669514578597,https://www.amazon.com/Nations-Dice-Game-Unrest-Expansion/dp/B071JGF6PP
6bbd68078c73c7e597720418d5347070,"Dark Horse Deluxe The Umbrella Academy Playing Cards, Multicolor",Dark,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,4.99,,"Make sure this fits by entering your model number. | Celebrate the return of the hit series BY Gerard way and Gabriel BA | Netflix series to debut soon | Your favorite dysfunctional family is represented | Standard size deck | Includes 52 playing cards and 2 jokers | ProductDimensions:2.6x0.7x3.6inches|ItemWeight:3.52ounces|ShippingWeight:3.52ounces(Viewshippingratesandpolicies)|ASIN:B07KZHL9H9|Itemmodelnumber:DEC180427|Manufacturerrecommendedage:15yearsandup | Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default We're celebrating the return of the most recent series in Gerard way and Gabriel ba's the umbrella Academy: hotel Oblivion. Taking inspiration from apocalypse suite, Dallas, and hotel Oblivion, we've designed new products to reflect the strangeness and the beauty! Netflix series to debut soon! Your favorite dysfunctional family is represented along with a cast of characters that span the series. Standard size deck, with 52 cards and 2 jokers. | 3.52 ounces (View shipping rates and policies)",,0.09979024,50.004890257804774,https://www.amazon.com/Dark-Horse-Deluxe-Umbrella-Multicolor/dp/B07KZHL9H9
